PassengerID,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
3955,1,2,Name_3955,male,24.5,3,5,26704,56.67,,Q
3956,1,2,Name_3956,male,,1,4,74986,66.0,,Q
3957,0,3,Name_3957,female,36.9,3,4,77480,44.71,D33,S
3958,0,2,Name_3958,male,14.2,3,0,44851,128.62,B57,S
3959,0,3,Name_3959,female,16.5,1,3,54486,65.86,G6,S
3960,1,2,Name_3960,male,30.0,4,1,63015,40.04,,S
3961,0,1,Name_3961,female,28.7,5,0,35405,182.11,B57,Q
3962,1,1,Name_3962,male,10.2,2,2,99356,142.06,E44,Q
3963,0,2,Name_3963,female,32.3,2,5,75773,56.75,,S
3964,0,2,Name_3964,male,43.5,5,4,64851,78.58,C123,S
3965,1,3,Name_3965,male,14.2,1,5,18298,150.75,G6,C
3966,1,1,Name_3966,female,47.8,2,4,50365,160.27,,Q
3967,0,3,Name_3967,male,8.2,5,1,96107,43.52,D33,Q
3968,1,2,Name_3968,male,59.6,0,0,67292,187.95,G6,S
3969,1,2,Name_3969,female,24.2,5,0,53358,159.2,C123,C
3970,1,3,Name_3970,male,32.0,4,2,28075,172.79,G6,S
3971,1,2,Name_3971,male,3.5,5,0,35009,37.33,G6,Q
3972,1,1,Name_3972,male,29.1,3,0,59303,37.24,,Q
3973,0,3,Name_3973,female,33.2,3,3,42556,68.02,G6,C
3974,0,1,Name_3974,female,28.8,1,1,66075,22.28,D33,S
3975,1,1,Name_3975,female,22.1,3,5,95852,27.3,C123,C
3976,0,1,Name_3976,female,16.7,0,0,28190,37.21,,S
3977,0,3,Name_3977,female,45.8,5,2,92604,145.36,C123,C
3978,1,2,Name_3978,male,30.4,0,5,74115,15.74,D33,S
3979,0,1,Name_3979,male,51.6,1,4,42245,25.82,G6,S
3980,1,1,Name_3980,female,22.6,3,0,68401,189.39,G6,S
3981,1,1,Name_3981,male,23.9,2,0,60428,25.89,,Q
3982,0,2,Name_3982,male,41.4,5,5,24169,112.12,C123,S
3983,1,2,Name_3983,male,7.3,2,4,55647,132.09,G6,Q
3984,1,3,Name_3984,male,13.0,4,3,15763,192.13,E44,C
3985,1,2,Name_3985,female,45.4,1,1,56033,180.96,G6,S
3986,1,3,Name_3986,female,13.6,4,3,62985,93.73,G6,Q
3987,1,3,Name_3987,male,4.5,2,2,75461,189.01,B57,C
3988,0,3,Name_3988,male,56.2,2,5,57284,92.13,C123,S
3989,0,3,Name_3989,female,10.5,2,0,87189,137.28,C123,C
3990,1,3,Name_3990,male,32.6,4,3,38457,59.33,E44,Q
3991,1,1,Name_3991,male,31.0,1,1,79875,130.96,E44,Q
3992,0,2,Name_3992,male,-9.3,5,2,91614,112.26,E44,S
3993,1,1,Name_3993,female,26.3,5,3,73088,125.3,C123,Q
3994,0,3,Name_3994,female,36.3,0,0,33151,139.7,B57,Q
3995,1,2,Name_3995,male,35.0,0,1,30607,42.96,B57,C
3996,1,1,Name_3996,male,42.6,2,0,22157,67.24,D33,S
3997,1,1,Name_3997,male,24.6,1,0,91823,149.89,C123,S
3998,1,3,Name_3998,male,40.0,1,2,11878,41.13,D33,S
3999,1,1,Name_3999,male,20.3,3,1,24422,75.41,G6,C
4000,1,1,Name_4000,male,10.3,3,4,25640,136.63,E44,Q
4001,1,1,Name_4001,female,11.8,4,0,97627,188.15,D33,S
4002,0,1,Name_4002,female,9.5,3,1,86142,24.31,,S
4003,0,1,Name_4003,male,44.1,5,0,13001,108.15,D33,C
4004,0,3,Name_4004,female,8.8,5,3,32724,25.56,C123,C
4005,1,3,Name_4005,male,33.8,4,3,26969,82.04,E44,S
4006,1,1,Name_4006,male,26.3,0,1,15307,43.32,E44,S
4007,1,3,Name_4007,female,28.6,2,2,64822,133.39,B57,C
4008,1,3,Name_4008,female,49.1,1,4,84404,153.99,D33,C
4009,1,2,Name_4009,male,23.9,0,3,71612,57.0,B57,C
4010,1,1,Name_4010,male,38.6,5,2,91742,145.45,D33,C
4011,1,3,Name_4011,female,30.5,0,4,86470,94.9,C123,Q
4012,0,3,Name_4012,female,27.9,4,3,23915,63.88,C123,Q
4013,1,1,Name_4013,male,62.2,2,4,21235,109.45,G6,S
4014,0,2,Name_4014,male,9.8,5,5,91266,82.13,D33,Q
4015,0,1,Name_4015,male,48.0,4,0,59231,53.7,D33,C
4016,1,2,Name_4016,female,39.2,0,1,16292,153.8,E44,S
4017,1,1,Name_4017,male,23.3,1,3,86986,161.53,E44,C
4018,0,1,Name_4018,female,52.8,3,3,97916,162.06,B57,Q
4019,0,1,Name_4019,male,4.1,4,0,27343,82.61,G6,C
4020,1,1,Name_4020,female,22.7,5,3,56920,42.21,C123,S
4021,1,2,Name_4021,female,13.1,0,3,62824,169.68,D33,Q
4022,0,2,Name_4022,female,35.8,3,5,34688,72.56,B57,S
4023,1,3,Name_4023,female,14.4,3,3,62882,152.13,G6,Q
4024,1,1,Name_4024,male,36.1,0,3,23365,165.32,E44,C
4025,1,2,Name_4025,female,27.4,2,3,73040,155.95,G6,S
4026,0,2,Name_4026,female,23.3,0,2,36292,84.06,B57,Q
4027,0,2,Name_4027,female,35.4,5,3,34011,188.22,C123,Q
4028,0,1,Name_4028,male,26.2,1,0,10168,135.43,E44,Q
4029,1,3,Name_4029,male,14.8,5,5,98197,119.39,,Q
4030,1,2,Name_4030,male,69.2,3,3,45977,142.6,E44,C
4031,0,1,Name_4031,male,23.2,1,4,86695,18.5,C123,C
4032,0,2,Name_4032,male,-1.0,4,5,84903,84.2,E44,Q
4033,0,2,Name_4033,male,,3,5,92128,177.43,B57,C
4034,1,3,Name_4034,female,,2,4,10402,40.61,E44,C
4035,0,2,Name_4035,female,41.6,0,0,93249,88.74,D33,Q
4036,0,2,Name_4036,female,34.5,4,2,87964,87.0,G6,C
4037,1,1,Name_4037,male,35.6,5,0,54817,77.65,B57,S
4038,1,1,Name_4038,female,24.8,1,2,40419,116.85,C123,S
4039,1,3,Name_4039,female,26.1,4,1,86827,199.28,B57,C
4040,0,1,Name_4040,male,24.8,2,4,54592,58.61,D33,Q
4041,1,1,Name_4041,female,28.9,0,5,15375,143.94,E44,S
4042,1,3,Name_4042,male,,4,5,43661,154.02,E44,C
4043,0,2,Name_4043,female,34.7,5,5,15399,121.05,,C
4044,1,3,Name_4044,male,37.0,1,4,62225,28.52,B57,Q
4045,0,1,Name_4045,male,,4,4,12552,118.75,E44,Q
4046,0,3,Name_4046,male,42.4,0,2,52715,191.16,E44,C
4047,1,2,Name_4047,female,34.0,5,5,16322,74.99,D33,Q
4048,1,3,Name_4048,female,35.0,4,0,18513,131.54,C123,S
4049,1,1,Name_4049,male,46.6,1,2,87924,192.29,,S
4050,1,1,Name_4050,male,20.7,0,5,52193,161.62,,C
4051,1,3,Name_4051,female,,2,4,69300,140.78,,C
4052,1,2,Name_4052,female,13.4,2,4,52678,194.52,G6,Q
4053,0,3,Name_4053,male,32.6,3,4,93064,42.41,B57,S
4054,0,2,Name_4054,female,4.0,4,5,58603,156.82,C123,Q
4055,1,2,Name_4055,female,36.5,1,4,43244,87.3,G6,C
4056,0,3,Name_4056,female,28.5,4,1,51926,78.48,C123,C
4057,1,2,Name_4057,male,45.9,0,4,54812,108.93,B57,C
4058,0,1,Name_4058,male,20.6,3,5,53827,16.41,,C
4059,0,3,Name_4059,female,,1,2,19121,69.38,D33,C
4060,0,2,Name_4060,male,45.7,4,4,44051,41.58,D33,C
4061,1,1,Name_4061,female,49.4,1,3,56768,36.35,D33,Q
4062,0,3,Name_4062,female,20.5,0,1,35904,74.09,C123,Q
4063,1,1,Name_4063,male,32.5,3,5,19791,162.43,B57,Q
4064,0,1,Name_4064,male,34.1,1,4,70244,48.21,E44,S
4065,0,1,Name_4065,male,35.2,0,3,25836,110.97,E44,Q
4066,0,2,Name_4066,female,26.3,2,5,94809,152.24,D33,C
4067,0,3,Name_4067,female,47.9,1,2,64802,55.78,C123,Q
4068,0,3,Name_4068,male,3.5,3,1,46928,185.6,E44,Q
4069,1,2,Name_4069,male,24.1,5,4,48842,174.63,C123,S
4070,1,3,Name_4070,male,36.3,5,2,44172,57.72,B57,C
4071,0,1,Name_4071,female,36.4,1,5,45205,198.03,D33,S
4072,0,3,Name_4072,female,48.9,1,3,33232,137.14,G6,S
4073,0,2,Name_4073,female,46.8,0,5,69461,64.36,D33,S
4074,0,1,Name_4074,male,26.0,4,5,67516,139.4,G6,Q
4075,1,2,Name_4075,male,48.2,5,1,77282,136.59,E44,C
4076,0,1,Name_4076,female,20.0,4,4,59415,125.18,,C
4077,1,1,Name_4077,male,43.0,5,2,95706,145.22,G6,S
4078,0,3,Name_4078,male,55.3,1,1,64918,60.98,,C
4079,1,1,Name_4079,male,47.0,3,3,72062,196.01,C123,C
4080,0,2,Name_4080,male,31.5,3,4,98446,173.0,,S
4081,0,3,Name_4081,female,25.4,5,1,67357,151.69,G6,Q
4082,1,2,Name_4082,male,8.6,5,3,31381,15.0,E44,S
4083,0,1,Name_4083,female,34.3,0,3,57052,122.17,E44,S
4084,0,2,Name_4084,female,14.4,1,2,12272,144.23,D33,Q
4085,0,2,Name_4085,male,18.9,1,5,16900,172.28,E44,Q
4086,1,1,Name_4086,female,13.3,4,3,51789,189.77,C123,Q
4087,0,3,Name_4087,female,23.6,0,3,45044,184.01,G6,Q
4088,0,2,Name_4088,male,29.6,2,5,12607,87.15,B57,S
4089,1,1,Name_4089,female,33.8,3,0,38949,180.34,E44,Q
4090,1,3,Name_4090,female,21.6,3,3,72185,10.14,,C
4091,1,3,Name_4091,female,45.0,1,4,71335,76.78,G6,S
4092,0,3,Name_4092,female,27.1,0,1,51473,31.64,D33,S
4093,0,2,Name_4093,female,19.0,2,5,63958,177.78,B57,Q
4094,0,2,Name_4094,female,33.2,3,5,18562,186.32,D33,Q
4095,1,2,Name_4095,female,57.5,0,5,13418,58.64,C123,C
4096,0,3,Name_4096,female,34.7,2,4,84465,79.79,D33,Q
4097,0,2,Name_4097,male,24.9,5,5,13935,196.94,G6,S
4098,1,1,Name_4098,male,8.6,1,4,51334,117.55,B57,Q
4099,1,2,Name_4099,male,,4,2,49133,104.44,D33,C
4100,1,2,Name_4100,female,33.3,3,0,47422,105.08,D33,S
4101,1,3,Name_4101,female,24.6,3,5,54480,142.28,,S
4102,1,2,Name_4102,female,6.7,2,0,68617,191.36,,Q
4103,0,1,Name_4103,male,18.1,4,5,67680,79.66,C123,C
4104,1,3,Name_4104,male,50.4,5,4,50009,42.81,G6,C
4105,0,1,Name_4105,male,50.1,0,1,98706,45.15,D33,Q
4106,0,3,Name_4106,female,17.6,1,0,63427,13.87,G6,S
4107,1,3,Name_4107,male,39.4,0,0,17445,115.53,E44,S
4108,1,2,Name_4108,male,13.5,2,4,97920,186.53,C123,S
4109,1,1,Name_4109,female,49.7,3,0,41544,145.48,,Q
4110,0,3,Name_4110,male,33.4,5,2,75607,198.66,C123,S
4111,1,2,Name_4111,female,43.3,3,4,87218,182.81,C123,S
4112,1,3,Name_4112,male,6.0,0,0,51396,103.45,G6,Q
4113,1,3,Name_4113,female,39.5,5,0,19956,102.44,,S
4114,1,3,Name_4114,female,29.9,1,0,14446,129.39,,Q
4115,1,3,Name_4115,female,41.9,2,4,62969,31.08,D33,C
4116,0,3,Name_4116,female,42.8,1,1,47490,125.46,D33,C
4117,0,3,Name_4117,female,30.9,2,3,16627,98.17,G6,Q
4118,0,2,Name_4118,male,21.6,1,5,37907,132.12,G6,Q
4119,1,3,Name_4119,female,40.9,0,0,38877,117.39,E44,Q
4120,1,1,Name_4120,female,29.2,4,3,95352,68.98,B57,S
4121,1,2,Name_4121,female,17.8,5,3,92820,125.47,B57,S
4122,0,1,Name_4122,female,17.1,2,0,66094,79.54,C123,Q
4123,1,3,Name_4123,male,9.3,0,0,79218,46.98,D33,Q
4124,1,1,Name_4124,female,22.9,3,5,19305,138.26,,S
4125,1,3,Name_4125,male,45.4,3,3,28774,68.21,C123,S
4126,0,3,Name_4126,female,32.5,1,1,59266,178.91,,Q
4127,1,2,Name_4127,female,22.6,3,3,15245,47.87,D33,S
4128,0,2,Name_4128,male,41.3,4,1,76794,124.03,D33,S
4129,1,3,Name_4129,male,18.3,2,2,48848,118.59,E44,C
4130,0,2,Name_4130,male,31.3,1,1,18304,47.57,G6,Q
4131,0,1,Name_4131,female,,2,5,31774,93.58,G6,Q
4132,0,2,Name_4132,male,40.9,2,4,88245,138.35,G6,S
4133,1,2,Name_4133,female,7.9,0,0,39607,70.52,B57,C
4134,1,1,Name_4134,male,18.1,3,2,67057,31.63,G6,Q
4135,0,2,Name_4135,male,,5,3,18594,126.9,B57,Q
4136,0,3,Name_4136,female,26.4,2,1,20352,52.58,,S
4137,1,1,Name_4137,male,47.0,4,2,58985,139.48,C123,Q
4138,1,3,Name_4138,male,22.9,4,4,67212,169.5,B57,S
4139,0,1,Name_4139,female,22.9,5,1,40695,33.44,D33,C
4140,1,3,Name_4140,female,,3,5,82129,93.15,E44,C
4141,1,3,Name_4141,female,45.0,3,3,41205,94.54,E44,Q
4142,1,2,Name_4142,male,28.8,1,3,39258,130.18,D33,S
4143,1,3,Name_4143,male,39.6,1,1,54023,73.54,,C
4144,0,2,Name_4144,male,14.9,1,4,43765,89.53,C123,Q
4145,1,1,Name_4145,male,,3,0,27741,12.28,E44,Q
4146,1,3,Name_4146,male,,2,0,68922,33.26,D33,Q
4147,0,3,Name_4147,female,37.3,0,3,57018,118.27,E44,S
4148,0,1,Name_4148,male,,5,4,24717,51.02,B57,S
4149,1,1,Name_4149,female,22.2,5,3,97406,37.47,,C
4150,1,3,Name_4150,male,38.6,5,0,64385,71.64,E44,S
4151,1,1,Name_4151,female,24.1,1,3,41576,41.07,,S
4152,1,2,Name_4152,male,47.8,0,1,30080,21.33,,Q
4153,0,1,Name_4153,male,38.2,4,5,39922,63.93,B57,Q
4154,0,1,Name_4154,female,20.1,3,1,34642,41.23,,C
4155,0,3,Name_4155,male,30.5,4,5,43632,161.89,B57,Q
4156,1,2,Name_4156,female,17.5,1,4,29371,21.9,E44,Q
4157,1,1,Name_4157,male,27.4,2,0,53931,152.01,E44,Q
4158,1,2,Name_4158,male,22.2,1,4,38476,82.73,,S
4159,1,2,Name_4159,female,46.4,0,4,27686,138.31,B57,Q
4160,0,2,Name_4160,male,,1,0,29679,20.01,E44,C
4161,0,3,Name_4161,female,10.0,5,2,92066,184.93,,C
4162,1,1,Name_4162,male,3.1,2,2,78599,155.8,C123,Q
4163,0,3,Name_4163,male,26.6,2,3,82815,36.63,G6,Q
4164,1,1,Name_4164,male,8.7,3,2,13023,51.57,G6,C
4165,1,1,Name_4165,male,30.6,3,1,23753,132.36,D33,S
4166,0,3,Name_4166,male,40.5,5,5,68478,185.1,,Q
4167,1,2,Name_4167,male,50.9,2,4,58185,94.71,G6,C
4168,1,2,Name_4168,male,32.8,5,3,98554,102.27,C123,S
4169,0,1,Name_4169,female,27.3,2,4,25969,55.18,,C
4170,1,3,Name_4170,male,2.3,0,0,76232,82.77,G6,S
4171,1,2,Name_4171,male,30.4,1,2,12372,64.34,G6,C
4172,0,2,Name_4172,male,31.0,3,0,66913,76.61,C123,C
4173,1,1,Name_4173,female,38.9,0,3,43184,13.91,B57,S
4174,0,1,Name_4174,female,,1,5,94696,17.8,G6,Q
4175,1,3,Name_4175,male,23.9,3,1,14610,139.33,D33,C
4176,0,1,Name_4176,male,9.3,5,2,82965,139.54,G6,Q
4177,0,2,Name_4177,male,-2.1,0,0,41065,72.74,G6,C
4178,0,2,Name_4178,female,14.5,4,5,86080,178.24,C123,S
4179,1,2,Name_4179,male,8.0,4,2,64455,60.56,C123,Q
4180,0,2,Name_4180,female,34.7,3,4,78359,85.2,,S
4181,0,3,Name_4181,male,22.7,0,1,38798,148.96,D33,S
4182,0,3,Name_4182,female,22.5,1,5,50570,151.28,E44,Q
4183,0,1,Name_4183,female,16.2,1,2,11744,173.62,C123,Q
4184,0,1,Name_4184,male,,0,1,78535,15.52,E44,Q
4185,1,1,Name_4185,male,51.1,4,5,49354,44.91,D33,S
4186,1,3,Name_4186,male,16.0,0,4,63245,131.71,G6,S
4187,1,2,Name_4187,male,24.2,4,4,80274,74.26,,S
4188,1,1,Name_4188,male,9.6,4,0,66149,18.28,G6,Q
4189,1,2,Name_4189,male,43.6,5,3,81534,121.43,,C
4190,1,1,Name_4190,male,32.0,5,0,88512,84.68,E44,Q
4191,1,1,Name_4191,female,18.4,1,1,16845,79.18,D33,C
4192,0,1,Name_4192,male,24.5,3,0,67852,60.23,D33,S
4193,1,1,Name_4193,male,53.5,2,5,95055,11.14,C123,C
4194,0,1,Name_4194,female,29.0,0,2,44961,44.65,E44,Q
4195,0,2,Name_4195,male,27.5,4,5,91668,100.1,,Q
4196,1,1,Name_4196,male,16.8,0,0,16809,62.39,C123,Q
4197,0,2,Name_4197,male,3.5,3,3,32232,176.13,E44,C
4198,0,3,Name_4198,male,27.8,3,5,97002,37.17,C123,Q
4199,0,1,Name_4199,female,34.6,2,5,13791,176.31,C123,C
4200,0,2,Name_4200,female,,2,5,27871,86.92,D33,S
4201,1,3,Name_4201,male,-1.5,4,3,45746,62.41,D33,C
4202,1,3,Name_4202,male,14.2,5,5,29397,67.82,G6,S
4203,1,3,Name_4203,female,21.9,2,1,92927,72.71,G6,C
4204,1,2,Name_4204,male,30.0,5,4,24018,106.25,D33,S
4205,1,1,Name_4205,female,28.0,5,3,18444,77.24,D33,Q
4206,1,1,Name_4206,female,28.3,4,1,24831,132.97,C123,C
4207,1,2,Name_4207,female,,1,3,44310,90.78,G6,S
4208,1,1,Name_4208,male,17.4,5,3,45596,137.61,D33,Q
4209,1,2,Name_4209,male,43.1,4,4,12534,124.84,E44,Q
4210,1,1,Name_4210,male,36.1,2,2,14870,56.45,E44,S
4211,0,3,Name_4211,female,25.5,0,1,29645,164.43,G6,S
4212,1,1,Name_4212,male,52.4,2,3,22341,161.81,E44,C
4213,0,2,Name_4213,male,51.8,3,3,23030,197.91,,S
4214,0,2,Name_4214,female,43.1,2,0,43324,43.26,C123,S
4215,0,3,Name_4215,male,-12.3,1,5,11358,171.09,G6,Q
4216,0,2,Name_4216,male,52.1,4,2,42967,175.68,,S
4217,1,1,Name_4217,male,41.1,5,4,23912,132.01,D33,S
4218,0,1,Name_4218,female,58.1,3,1,45409,106.21,,S
4219,1,3,Name_4219,male,47.3,4,3,71323,191.88,E44,Q
4220,1,2,Name_4220,female,52.1,4,5,88568,194.81,C123,Q
4221,0,3,Name_4221,female,42.3,5,1,95969,131.92,D33,Q
4222,1,1,Name_4222,female,48.9,2,4,78043,78.32,B57,Q
4223,0,3,Name_4223,male,57.9,0,2,96517,165.26,C123,C
4224,0,2,Name_4224,male,33.0,3,0,96874,26.96,E44,Q
4225,1,3,Name_4225,male,8.0,5,2,73911,65.21,C123,Q
4226,1,2,Name_4226,female,,1,0,57587,197.26,B57,C
4227,0,2,Name_4227,female,35.5,1,1,61170,164.72,B57,C
4228,1,1,Name_4228,male,31.0,0,2,31751,188.52,C123,C
4229,1,1,Name_4229,female,12.5,0,2,87320,123.01,D33,S
4230,1,1,Name_4230,male,,2,2,25759,87.46,,Q
4231,0,2,Name_4231,male,19.6,1,4,40508,196.14,D33,S
4232,0,3,Name_4232,male,41.3,3,1,87556,68.79,B57,C
4233,1,2,Name_4233,male,52.1,5,0,16276,153.91,G6,C
4234,1,1,Name_4234,male,42.8,0,2,91800,116.06,G6,C
4235,1,1,Name_4235,male,44.8,0,1,34187,53.42,D33,C
4236,1,3,Name_4236,male,28.9,0,5,47143,13.32,G6,S
4237,1,1,Name_4237,female,5.6,5,4,55792,82.92,D33,C
4238,0,1,Name_4238,male,23.6,3,4,79665,114.06,E44,Q
4239,1,1,Name_4239,female,26.4,1,5,70961,44.81,D33,Q
4240,0,3,Name_4240,female,23.0,3,1,72905,88.77,E44,Q
4241,1,2,Name_4241,male,30.8,5,0,45627,126.89,,S
4242,0,1,Name_4242,female,36.2,3,1,59667,145.84,B57,C
4243,1,3,Name_4243,female,41.9,2,1,94088,20.02,G6,S
4244,0,1,Name_4244,female,26.1,5,3,91736,136.19,,Q
4245,1,3,Name_4245,male,3.3,0,4,55160,20.77,,C
4246,0,1,Name_4246,male,,1,0,57707,15.36,B57,S
4247,0,3,Name_4247,male,30.6,2,3,14412,38.96,C123,C
4248,0,1,Name_4248,male,47.1,2,5,39361,134.19,C123,C
4249,0,2,Name_4249,male,22.1,5,1,50903,20.04,,S
4250,0,1,Name_4250,female,37.2,4,5,89067,13.97,,Q
4251,0,3,Name_4251,female,34.1,0,4,53996,32.41,B57,S
4252,1,1,Name_4252,male,30.6,1,3,47080,190.45,D33,S
4253,0,2,Name_4253,female,43.0,1,3,47573,182.38,D33,Q
4254,1,1,Name_4254,female,20.7,1,0,51965,26.43,G6,S
4255,1,3,Name_4255,female,21.9,5,1,92031,67.76,B57,C
4256,1,3,Name_4256,female,29.8,0,0,96256,189.99,C123,Q
4257,1,2,Name_4257,male,21.0,5,3,54636,28.56,B57,S
4258,1,3,Name_4258,male,37.1,1,3,80809,27.97,B57,C
4259,0,1,Name_4259,male,20.0,3,0,18700,26.34,G6,Q
4260,0,1,Name_4260,female,33.2,3,3,72097,195.53,D33,S
4261,0,1,Name_4261,female,28.6,0,2,53277,151.19,,Q
4262,1,3,Name_4262,male,33.0,1,4,15189,50.75,C123,C
4263,0,1,Name_4263,male,23.6,5,1,84227,18.73,G6,C
4264,0,1,Name_4264,female,25.3,4,4,32989,193.4,C123,Q
4265,0,1,Name_4265,male,31.3,4,1,13916,90.84,C123,C
4266,0,2,Name_4266,male,32.8,4,3,53803,123.69,D33,C
4267,0,3,Name_4267,female,29.9,3,0,90273,63.05,,Q
4268,1,3,Name_4268,female,,5,0,93514,154.09,,Q
4269,0,3,Name_4269,male,16.1,4,3,93840,47.39,D33,S
4270,1,2,Name_4270,female,29.1,1,1,92288,159.51,G6,S
4271,1,3,Name_4271,male,8.0,1,3,53849,53.81,E44,Q
4272,1,2,Name_4272,female,,4,1,65589,28.6,G6,C
4273,1,2,Name_4273,female,14.4,2,3,11745,100.98,G6,C
4274,1,3,Name_4274,male,26.1,4,3,25777,164.51,E44,Q
4275,0,1,Name_4275,female,24.8,2,3,63925,83.12,C123,Q
4276,0,1,Name_4276,male,33.9,0,0,59169,15.49,B57,Q
4277,0,3,Name_4277,female,22.3,0,1,20680,115.13,E44,C
4278,1,3,Name_4278,male,21.7,1,5,54882,139.29,B57,S
4279,0,2,Name_4279,female,50.1,5,3,44071,150.73,C123,S
4280,0,3,Name_4280,female,34.0,3,4,12009,86.37,E44,C
4281,1,2,Name_4281,male,22.1,5,4,37472,28.43,D33,S
4282,1,3,Name_4282,female,26.5,1,0,55938,121.02,G6,Q
4283,1,1,Name_4283,male,53.0,1,2,33706,72.61,E44,Q
4284,1,1,Name_4284,female,26.7,5,5,96662,189.91,E44,C
4285,0,3,Name_4285,female,20.4,3,0,78384,105.52,C123,C
4286,1,2,Name_4286,male,20.4,1,2,42559,99.73,D33,Q
4287,1,1,Name_4287,female,22.3,3,0,57444,68.75,E44,Q
4288,0,2,Name_4288,female,21.7,1,4,36638,74.37,D33,C
4289,0,3,Name_4289,male,12.1,0,3,90657,107.42,B57,C
4290,1,3,Name_4290,female,14.3,2,1,21758,68.27,E44,Q
4291,0,1,Name_4291,male,18.4,1,3,96500,179.54,D33,Q
4292,1,3,Name_4292,male,38.3,2,4,24914,93.41,G6,S
4293,1,1,Name_4293,male,24.7,4,1,42268,65.48,C123,S
4294,0,2,Name_4294,female,27.1,1,2,50574,39.53,,Q
4295,0,1,Name_4295,female,47.8,0,2,83523,137.75,D33,C
4296,1,1,Name_4296,male,48.1,3,4,21931,14.9,C123,S
4297,1,2,Name_4297,female,26.1,0,1,68398,95.5,,S
4298,1,1,Name_4298,male,21.2,2,3,89115,114.52,E44,Q
4299,0,1,Name_4299,female,17.9,3,4,18763,74.56,E44,C
4300,1,3,Name_4300,male,39.7,0,2,97359,152.47,B57,C
4301,1,2,Name_4301,male,27.1,0,4,46291,138.38,C123,Q
4302,1,1,Name_4302,female,24.6,0,3,67230,194.57,G6,C
4303,1,2,Name_4303,male,18.6,5,0,32537,106.67,G6,Q
4304,1,2,Name_4304,male,19.2,3,5,56945,112.18,D33,C
4305,0,1,Name_4305,female,,0,5,74891,56.71,G6,Q
4306,1,3,Name_4306,male,11.6,0,5,28182,83.24,,C
4307,1,2,Name_4307,male,43.9,2,0,58146,15.1,C123,Q
4308,1,1,Name_4308,female,22.5,0,3,68844,140.96,E44,Q
4309,1,2,Name_4309,male,27.9,0,1,81684,69.21,C123,C
4310,0,3,Name_4310,male,11.3,4,4,91174,112.67,C123,Q
4311,0,3,Name_4311,male,29.8,3,3,96354,58.45,E44,S
4312,0,3,Name_4312,male,25.4,4,0,73694,128.0,,C
4313,1,1,Name_4313,male,29.3,5,2,81996,95.04,C123,Q
4314,1,1,Name_4314,male,50.6,2,5,93559,101.55,G6,C
4315,0,3,Name_4315,male,32.5,4,5,96580,189.1,D33,C
4316,0,1,Name_4316,male,,5,3,92863,144.17,D33,Q
4317,0,3,Name_4317,female,20.0,1,5,89387,59.76,C123,S
4318,1,1,Name_4318,male,38.3,3,5,94024,105.75,,C
4319,1,3,Name_4319,male,48.2,0,3,72122,98.67,E44,S
4320,0,2,Name_4320,female,33.9,4,3,18489,161.06,B57,S
4321,0,3,Name_4321,male,39.6,4,0,86669,168.34,,Q
4322,0,3,Name_4322,male,38.5,0,0,49911,63.85,C123,Q
4323,1,1,Name_4323,male,,0,5,49919,166.02,C123,C
4324,1,1,Name_4324,male,2.7,2,3,38475,44.11,B57,Q
4325,1,1,Name_4325,male,39.3,4,3,37434,154.93,D33,C
4326,0,1,Name_4326,male,43.8,4,5,23478,57.27,,C
4327,0,1,Name_4327,female,11.3,1,1,52382,66.61,D33,S
4328,1,1,Name_4328,female,17.6,5,2,73239,171.97,B57,Q
4329,0,2,Name_4329,female,18.1,1,4,57154,89.81,E44,Q
4330,1,3,Name_4330,female,19.8,4,4,27391,198.21,C123,C
4331,0,3,Name_4331,female,23.3,1,5,15454,38.87,G6,S
4332,0,3,Name_4332,male,33.4,4,4,77223,98.04,D33,Q
4333,0,2,Name_4333,male,42.1,3,0,29866,149.17,D33,S
4334,0,3,Name_4334,male,45.1,2,0,21332,11.02,,S
4335,1,2,Name_4335,male,18.3,1,1,81648,38.85,D33,C
4336,0,2,Name_4336,male,18.2,4,5,60149,13.87,E44,Q
4337,1,2,Name_4337,female,48.4,1,0,57367,198.65,B57,Q
4338,1,3,Name_4338,female,39.1,5,5,53475,154.52,E44,Q
4339,1,2,Name_4339,male,31.2,2,5,26109,80.98,D33,S
4340,0,3,Name_4340,male,36.6,3,3,32921,39.69,,Q
4341,1,3,Name_4341,male,29.6,0,2,90810,27.17,C123,C
4342,1,1,Name_4342,female,37.3,0,2,22052,111.06,D33,S
4343,1,1,Name_4343,female,,1,5,34978,195.42,C123,Q
4344,0,2,Name_4344,male,33.8,4,2,61768,138.18,,S
4345,0,2,Name_4345,female,8.9,5,2,87233,79.38,C123,S
4346,1,3,Name_4346,male,20.4,2,4,76444,105.16,D33,S
4347,0,2,Name_4347,female,20.5,3,4,49915,199.79,D33,C
4348,1,2,Name_4348,female,24.8,3,3,99827,108.57,C123,Q
4349,1,3,Name_4349,male,17.0,3,1,95557,193.2,E44,Q
4350,0,2,Name_4350,female,22.5,0,0,19142,13.11,E44,S
4351,1,2,Name_4351,female,8.8,2,0,72010,146.98,,Q
4352,0,3,Name_4352,male,37.7,0,4,48460,129.16,E44,S
4353,0,3,Name_4353,female,28.8,1,5,35086,140.21,G6,S
4354,1,1,Name_4354,male,6.1,3,2,79162,118.41,C123,S
